,source,edge,target
887,then  server,requests,disk
888,client,provides,special SYN control bit
889,Then  server,acknowledges,initial sequence number
890,Finally  client,sends,own acknowledgment ACK
891,initial  acknowledgment,is,client
892,acknowledgment,reaches,the
893,server residence RTT,consists_of_several,response
894,RTT,depends_on,network latency
895,transmission time,determined_by,network bandwidth
896,server residence time,depends,server load
897,Often  client,communicate,proxy  Figure
898,servers,provide_multiple,multiple
899,servers,filter,filtering client rules
900,server,redirect,loaded  server
901,proxy,act_as,forward  server
902,Tunneling,means,network protocol
903,HTTP,acts,case
904,halting  that,proved,sequential  process
905,Boolean logic expression,showed,which
906,computing,devicewas,electromechanical byKonrad May
907,Z3,used,program film stock
908,ENIAC,became_operational,John July
909,ENIAC,used,program patch cables
910,Neumann,contributed_fundamental,modern  computers
911,Neumann,drew,stored program computer
912,ENIAC,thought,connecting engineering switches
913,Turing,introduced,called von Neumann architecture
914,Turing,faulted_by,Turing insight
915,Neumann,led,Advanced Mathematical
916,1 Ivy that,used_for_sophisticated,longer South Pacific
917,prophets,writes,von machines
918,history,divided,digital  computing
919,Turing,arrived_between,prophets
920,computers,made_extensive,integrated operating systems
921,91,had_numerous,hierarchical information sharing
922,UNIX,developed_in,Kenneth Thompson
923,most  communication,discusses,program
924,most  communication,carried,UNIX
925,Shell,reads,other  programs
926,firstmicroprocessor,announced_in,4004  1971
927,arithmetic,followed_in,6800 bit 1974
928,microprocessor,announced_in,National Semiconductor
929,used Motorola MC68000,had,24 bit addressing
930,80286,introduced_in,1982
931,era,inaugurated_by,x86 x86 architecture
932,multicore  processors,are_ubiquitous,servers
933,papers,authored_by,distributed Leslie Lamport
934,collection,includes,Sape papers
935,nets,introduced_in,291
936,discussion,found_in,system 292
937,distributed  analysis,leads_to,formal communicating framework
938,Hoare,realized,execution traces
939,recently  Milner,initiated,axiomatic Communicating Systems
940,behavior,modeled_as,equational  operators
941,approach,approach_own,own  limitations
942,true  concurrency,escapes,still  axiomatization
943,text,covers_basic,basic computer system design
944,scalable Fabric which,has,Controller interconnects servers
945,Network,maintains,cache computations
946,subsystem,supports,users Windows Azure
947,interface,built_on,Windows REST
948,platform,includes,five  services
949,library,provided_for,also Visual Studio
950,application,runs_multiple,multiple  role
951,based VM role that,distinguish,2008 R2 image
952,that,run,2008  R2
953,controller,chooses,physical Windows Azure application
954,many configuration VMs,uses,configuration file
955,Blobs,used_as_scalable,scalable  storage
956,Ablob,contains,binary
957,container,consists_of,one  blobs
958,Blobs,have,associated  metadata
959,persistent  instance,allow,persistent  storage
960,Queues,enable,asynchronously Worker role instances
961,platform,provide,based job scheduling
962,new instance types,added,beta  2006
963,features,include_static,static IP addresses
964,EC2,been_in_full,well Microsoft SQL Server
965,sites,provide_additional,additional
966,white  paper,found_at,Web service level www.research.ibm.com/wsla/WSLASpecV1-20030128.pdf
967,use,discussed_in,"ecological  6,158,295,358,364"
968,architectures,proposed,cloud computing
969,references,cover_important,important cloud infrastructure
970,we,give,cloud computing ofmid-2012
971,providers,support,Platform delivery SaaS
972,SaaS delivery Microsoft,focused,public  clouds
973,platforms,used_as,private control cloud
974,level responsibility,continue,ecological cloud computing
975,We,conclude_with,current user systems
976,cloud computing which,offers,private cloud computing environments
977,which,includes,servers
978,IBM,announced,private cloud lines
979,HP,announced,cloud computing club
980,Oracle,announced,early enterprise 2012
981,Cloud,based_on,such software Exadata
982,Oracle,plans,application
983,platform services,based,Java
984,computing that,introduced,last  decade
985,that,changed,face
986,First  platform,installed,powerful gourmet foods
987,infrastructure,discovered,well enterprise masses
988,Amazon,introduced,IaaS delivery model
989,high speed that,offers,resources
990,businesses,reported,international computing paradigm
991,businesses,used,200  AWS
992,number,take,well AWS infrastructure
993,up,spend_more,own  infrastructure
994,own computing Amazon,employs,computing
995,Amazon,reshapes,computing
996,first cloud Amazon,announced,beta Elastic Computing August
997,Figure,shows,late Management 2011
998,instance,created,defined Amazon Machine image
999,image,includes,run time user
1000,images,create,such  hostname
1001,iv,add,image
1002,EC2,based_on,Xen virtualization Section
1003,instance,specifies,available  hour
1004,user,interact_with,running console output
1005,user,has,elastic computing EC2
1006,instances,placed_in_multiple,different  regions
1007,EC2,allows,virtual user facility
1008,EC2,distributes,balancing application facility
1009,EC2,associates,elastic  IP
1010,user,allows,public software support team
1011,System,supports,minimal  functions
1012,S3,allows,five  terabytes
1013,object,stored_in,assigned  key
1014,bucket,stored_in,user
1015,S3,maintains,defined access control object
1016,rights,granted,other  users
1017,S3,supports,one  another
1018,MD52,computes,field
1019,MD52,written,object
1020,then  object,corrupted_during,transmission
1021,SLA,guarantees,reliability
1022,interface,provided,high scale distribution
1023,Store,provides_persistent,persistent Amazon EC2 instances
1024,size,ranges_from,one storage terabyte
1025,volumes,grouped,automatically availability zone
1026,instance,mount_multiple,multiple  volumes
1027,volume,shared_among_multiple,multiple  instances
1028,EBS,supports,then  instance
1029,DB,supports,relational  databases
1030,DB,creates_multiple,distributed data item
1031,same  DB,manages,hardware data items
1032,automated  SQS,allows_multiple,multiple SQS messages
1033,computer,add,installed  software
1034,Applications,run,same  technologies
1035,Developers,access,based  SOAP
1036,anonymously queue sharing,shared_with_other,also IP day
1037,example,presented_in,message Section
1038,user,monitor,then  metrics
1039,user,start,type
1040,service,used,other RDS DB applications
1041,Cloud,provides,existing IT organization
1042,infrastructure,connected_via,isolated AWS compute resources
1043,existing management capabilities,allows,seamlessly intrusion detection cloud
1044,Scaling,exploits,automatic EC2 instances
1045,size,of,group
1046,Typically  maximum,specified,regular  group
1047,group,consists_of,static launch configurations
1048,new  instances,started,launch configuration
1049,instances,terminated,older launch configurations
1050,function,carries,Auto Scaling health
1051,user,specify,health
1052,then Auto Scaling,terminate,new  one
1053,Triggers,use,CloudWatch
1054,CPU  utilization,detect,new  instances
1055,which,supports,workflow
1056,that,handles,automatically application monitoring 356
1057,service,scales,default Auto Scaling settings
1058,Java developer,create,such Web Application type
1059,short Management application,will,short Management time
1060,CloudFormation,allows,application
1061,text file,creates,configuration resources
1062,template,parameterized,e.g.  instances
1063,Amazon that,allows,AWS
1064,AMI Key SSH,running,Type
1065,provider,terminate,reason
1066,AWSLA,prohibits,direct  sellers
1067,that,prohibits,otherwise  person
1068,illegal  that,prohibits,race
1069,that,used,illegal  activities
1070,Users,have_several,several Microsoft 1
1071,Today  Amazon,offers,several data Table
1072,regions,communicate_through,resources
1073,Aservermay,run_multiple,virtual  machines
1074,instance,use,other Simple Figure
1075,systems,allows,same availability region
1076,EBS volumes,replicated_within,same availability zone
1077,when  servers,advised,catastrophic  events
1078,user,request_virtual,virtual  regions
